filename,image_url
1745648776715166256-right_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-right-2668/sage-imagesampler-right-0.3.5/000048b02d3b1304/1745648776715166256-right_camera.jpg
1745639792260520021-left_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-left-2668/sage-imagesampler-left-0.3.5/000048b02d3b1304/1745639792260520021-left_camera.jpg
1745675416173949849-left_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-left-2668/sage-imagesampler-left-0.3.5/000048b02d3b1304/1745675416173949849-left_camera.jpg
1745638528992726792-left_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-left-2668/sage-imagesampler-left-0.3.5/000048b02d3b1304/1745638528992726792-left_camera.jpg
